Order_ID,Order_Date,Customer_ID,Region,Category,Product,Sales,Quantity,Discount,Profit
375,2024-01-10,1023,South,Electronics,Table,87.06,4,0.15,14.42
376,2024-01-11,1092,South,Electronics,Laptop,161.8,1,0.04,42.29
377,2024-01-12,1045,West,Furniture,Chair,152.12,4,0.08,26.92
378,2024-01-13,1052,South,Furniture,Laptop,436.99,1,0.13,79.05
379,2024-01-14,1094,North,Clothing,Phone,339.62,3,0.18,50.04
380,2024-01-15,1098,North,Furniture,Laptop,400.37,2,0.15,21.37
381,2024-01-16,1059,East,Electronics,Phone,132.73,4,0.09,13.07
382,2024-01-17,1096,North,Clothing,Shirt,316.19,1,0.0,54.7
383,2024-01-18,1062,West,Clothing,Shirt,290.16,3,0.15,31.46
384,2024-01-19,1084,North,Clothing,Table,418.09,1,0.09,36.31
385,2024-01-20,1031,North,Electronics,Chair,453.98,1,0.22,62.33
386,2024-01-21,1086,West,Furniture,Table,15.96,1,0.01,2.07
387,2024-01-22,1032,South,Electronics,Phone,340.27,3,0.18,31.96
388,2024-01-23,1066,South,Clothing,Table,35.4,2,0.28,4.23
389,2024-01-24,1017,West,Electronics,Laptop,278.94,2,0.05,22.08
390,2024-01-25,1024,East,Electronics,Phone,150.94,2,0.14,36.6
391,2024-01-26,1094,North,Furniture,Shirt,160.32,1,0.03,41.51
392,2024-01-27,1053,West,Furniture,Chair,182.95,3,0.19,33.62
393,2024-01-28,1057,North,Clothing,Phone,314.43,1,0.17,19.98
394,2024-01-29,1066,East,Electronics,Phone,173.68,2,0.12,37.29
395,2024-01-30,1045,North,Electronics,Laptop,369.02,2,0.16,78.11
396,2024-01-31,1023,West,Furniture,Chair,208.22,3,0.27,36.78
397,2024-02-01,1031,North,Electronics,Shirt,43.49,1,0.06,3.21
398,2024-02-02,1046,South,Electronics,Phone,394.04,4,0.01,82.3
399,2024-02-03,1085,East,Electronics,Phone,150.02,4,0.26,28.71
400,2024-02-04,1022,East,Furniture,Laptop,222.06,2,0.17,35.82
401,2024-02-05,1065,East,Clothing,Table,345.87,3,0.27,53.43
402,2024-02-06,1026,West,Clothing,Shirt,172.9,1,0.18,23.34
403,2024-02-07,1001,East,Electronics,Chair,37.73,1,0.24,5.22
404,2024-02-08,1089,South,Clothing,Phone,193.22,2,0.13,9.85
405,2024-02-09,1016,West,Furniture,Phone,472.78,2,0.22,77.35
406,2024-02-10,1032,South,Furniture,Shirt,324.45,1,0.27,16.67
407,2024-02-11,1008,North,Clothing,Table,339.02,1,0.17,44.67
408,2024-02-12,1042,North,Clothing,Phone,319.82,2,0.05,37.42
409,2024-02-13,1047,North,Electronics,Shirt,107.51,1,0.08,18.43
410,2024-02-14,1038,North,Clothing,Laptop,214.98,4,0.06,16.84
411,2024-02-15,1092,South,Electronics,Table,377.96,2,0.07,78.35
412,2024-02-16,1041,West,Electronics,Chair,59.67,1,0.09,13.51
413,2024-02-17,1025,West,Furniture,Phone,146.15,2,0.17,11.02
414,2024-02-18,1098,East,Furniture,Shirt,145.4,3,0.18,9.07
415,2024-02-19,1049,South,Furniture,Laptop,221.69,2,0.13,16.66
416,2024-02-20,1024,North,Furniture,Chair,490.38,2,0.18,108.28
417,2024-02-21,1023,South,Clothing,Shirt,43.08,3,0.02,7.69
418,2024-02-22,1012,East,Furniture,Shirt,264.16,4,0.03,42.74
419,2024-02-23,1059,East,Clothing,Chair,97.89,1,0.05,7.13
420,2024-02-24,1006,South,Furniture,Laptop,485.63,3,0.16,86.64
421,2024-02-25,1056,South,Clothing,Laptop,65.52,2,0.06,16.44
422,2024-02-26,1035,South,Electronics,Table,207.76,1,0.08,49.13
423,2024-02-27,1044,West,Clothing,Phone,371.56,3,0.12,67.52
424,2024-02-28,1019,North,Clothing,Chair,355.23,1,0.24,18.58
425,2024-02-29,1064,South,Furniture,Chair,217.14,1,0.0,16.96
426,2024-03-01,1007,South,Clothing,Chair,179.8,3,0.19,9.08
427,2024-03-02,1015,South,Electronics,Laptop,204.83,1,0.2,18.74
428,2024-03-03,1013,East,Electronics,Phone,139.5,4,0.24,8.9
429,2024-03-04,1075,East,Furniture,Table,110.61,3,0.28,9.16
430,2024-03-05,1086,West,Electronics,Shirt,246.69,4,0.01,35.72
431,2024-03-06,1014,North,Clothing,Shirt,141.58,2,0.05,38.43
432,2024-03-07,1091,West,Electronics,Chair,150.86,1,0.27,22.31
433,2024-03-08,1097,North,Furniture,Phone,331.81,2,0.14,73.83
434,2024-03-09,1065,East,Clothing,Laptop,484.58,2,0.17,91.54
435,2024-03-10,1031,East,Furniture,Phone,305.78,1,0.2,19.11
436,2024-03-11,1086,East,Clothing,Phone,47.72,3,0.2,8.93
437,2024-03-12,1062,West,Electronics,Laptop,47.04,1,0.28,4.02
438,2024-03-13,1085,South,Furniture,Chair,476.2,2,0.3,69.93
439,2024-03-14,1050,South,Furniture,Phone,155.67,2,0.22,16.42
440,2024-03-15,1024,East,Clothing,Shirt,55.11,3,0.09,15.02
441,2024-03-16,1057,South,Furniture,Laptop,303.53,1,0.26,26.03
442,2024-03-17,1062,South,Clothing,Table,315.59,2,0.01,37.42
443,2024-03-18,1061,West,Clothing,Chair,327.77,4,0.07,86.16
444,2024-03-19,1021,North,Clothing,Laptop,141.03,2,0.27,5.78
445,2024-03-20,1057,East,Clothing,Table,17.4,2,0.08,3.59
446,2024-03-21,1057,East,Electronics,Table,482.86,3,0.07,103.88
447,2024-03-22,1085,West,Clothing,Phone,132.94,4,0.04,33.07
448,2024-03-23,1048,West,Furniture,Phone,341.25,2,0.26,74.14
449,2024-03-24,1051,South,Electronics,Phone,356.25,2,0.15,89.0
450,2024-03-25,1041,East,Furniture,Laptop,308.9,4,0.2,16.39
451,2024-03-26,1069,North,Electronics,Laptop,163.32,1,0.07,38.8
452,2024-03-27,1014,West,Clothing,Chair,142.84,1,0.23,23.27
453,2024-03-28,1053,North,Electronics,Phone,302.86,2,0.23,49.4
454,2024-03-29,1059,North,Electronics,Table,434.39,2,0.09,32.45
455,2024-03-30,1096,East,Furniture,Shirt,473.9,1,0.12,88.64
456,2024-03-31,1007,East,Furniture,Chair,61.89,3,0.06,17.2
457,2024-04-01,1052,West,Clothing,Laptop,85.87,4,0.29,16.95
458,2024-04-02,1059,East,Electronics,Chair,472.92,4,0.19,61.21
459,2024-04-03,1004,East,Electronics,Chair,370.9,3,0.28,16.02
460,2024-04-04,1067,East,Electronics,Chair,442.67,3,0.09,56.63
461,2024-04-05,1005,North,Clothing,Chair,109.29,3,0.23,21.59
462,2024-04-06,1095,West,Clothing,Shirt,297.92,3,0.23,51.7
463,2024-04-07,1093,South,Clothing,Phone,353.56,3,0.21,46.04
464,2024-04-08,1046,North,Clothing,Table,343.25,3,0.29,15.54
465,2024-04-09,1098,East,Clothing,Chair,209.99,4,0.12,28.96
466,2024-04-10,1054,North,Furniture,Chair,17.54,3,0.04,2.82
467,2024-04-11,1039,East,Electronics,Chair,295.63,1,0.2,66.73
468,2024-04-12,1051,East,Electronics,Phone,134.02,3,0.22,21.98
469,2024-04-13,1015,North,Electronics,Laptop,230.62,3,0.17,24.48
470,2024-04-14,1012,West,Electronics,Laptop,479.21,4,0.06,81.68
471,2024-04-15,1029,East,Electronics,Shirt,205.53,4,0.15,11.62
472,2024-04-16,1018,West,Electronics,Laptop,421.5,3,0.09,112.44
473,2024-04-17,1016,South,Electronics,Chair,102.38,4,0.13,12.47
474,2024-04-18,1062,East,Electronics,Chair,339.51,2,0.19,46.6
475,2024-04-19,1018,West,Furniture,Chair,488.73,4,0.22,52.92
476,2024-04-20,1091,West,Electronics,Shirt,59.93,4,0.07,12.3
477,2024-04-21,1057,South,Furniture,Chair,14.08,4,0.12,2.67
478,2024-04-22,1054,West,Clothing,Laptop,222.46,4,0.08,46.83
479,2024-04-23,1089,West,Electronics,Phone,55.39,1,0.06,6.09
480,2024-04-24,1089,South,Clothing,Phone,376.71,1,0.24,36.91
481,2024-04-25,1061,East,Clothing,Table,458.13,1,0.27,27.19
482,2024-04-26,1022,West,Clothing,Laptop,222.67,3,0.11,42.39
483,2024-04-27,1008,West,Furniture,Chair,136.77,3,0.23,6.31
484,2024-04-28,1011,West,Clothing,Phone,222.86,2,0.27,32.44
485,2024-04-29,1000,North,Clothing,Laptop,364.49,1,0.25,73.11
486,2024-04-30,1057,South,Clothing,Phone,14.44,3,0.05,3.74
487,2024-05-01,1000,North,Electronics,Chair,298.83,4,0.29,34.43
488,2024-05-02,1033,South,Electronics,Phone,310.51,4,0.11,45.55
489,2024-05-03,1095,East,Furniture,Table,322.47,1,0.1,20.1
490,2024-05-04,1047,East,Furniture,Table,128.59,2,0.02,27.43
491,2024-05-05,1088,West,Electronics,Phone,359.89,2,0.15,78.1
492,2024-05-06,1000,South,Furniture,Laptop,54.78,4,0.03,5.91
493,2024-05-07,1015,East,Electronics,Laptop,107.64,2,0.07,15.55
494,2024-05-08,1060,South,Clothing,Laptop,439.96,1,0.1,102.84
495,2024-05-09,1063,East,Clothing,Phone,371.97,4,0.24,76.12
496,2024-05-10,1062,North,Furniture,Laptop,16.74,3,0.26,1.37
497,2024-05-11,1068,East,Electronics,Chair,131.7,3,0.09,22.49
498,2024-05-12,1021,North,Electronics,Table,115.06,2,0.26,8.35
499,2024-05-13,1092,East,Furniture,Chair,142.7,4,0.26,7.97
500,2024-05-14,1066,West,Electronics,Laptop,131.3,4,0.23,28.08
501,2024-05-15,1075,North,Clothing,Chair,40.64,3,0.04,9.95
502,2024-05-16,1025,East,Furniture,Laptop,234.88,4,0.21,44.53
503,2024-05-17,1015,West,Furniture,Phone,369.04,4,0.28,16.52
504,2024-05-18,1050,North,Electronics,Chair,307.3,4,0.2,64.15
505,2024-05-19,1085,West,Furniture,Phone,339.71,2,0.1,48.77
506,2024-05-20,1056,South,Electronics,Phone,49.76,4,0.15,5.74
507,2024-05-21,1028,South,Electronics,Shirt,476.23,1,0.19,71.99
508,2024-05-22,1077,North,Electronics,Laptop,420.86,2,0.15,26.06
509,2024-05-23,1091,East,Electronics,Table,404.49,4,0.04,92.87
510,2024-05-24,1068,North,Electronics,Laptop,413.26,4,0.09,73.56
511,2024-05-25,1046,West,Furniture,Table,467.03,1,0.24,34.3
512,2024-05-26,1093,East,Clothing,Laptop,276.68,2,0.26,19.87
513,2024-05-27,1061,South,Clothing,Phone,108.14,3,0.04,9.97
514,2024-05-28,1068,East,Furniture,Chair,312.22,3,0.29,14.24
515,2024-05-29,1075,South,Furniture,Chair,374.01,2,0.1,66.3
516,2024-05-30,1015,East,Clothing,Shirt,371.58,4,0.2,77.31
517,2024-05-31,1089,East,Clothing,Table,265.51,4,0.23,11.12
518,2024-06-01,1089,East,Clothing,Table,43.54,3,0.24,2.06
519,2024-06-02,1047,West,Clothing,Table,191.85,3,0.28,26.69
520,2024-06-03,1084,West,Clothing,Phone,461.18,3,0.09,106.96
521,2024-06-04,1038,North,Electronics,Table,296.38,1,0.26,28.88
522,2024-06-05,1099,North,Furniture,Chair,273.78,3,0.04,36.11
523,2024-06-06,1032,South,Electronics,Phone,141.74,1,0.21,22.29
524,2024-06-07,1093,West,Clothing,Laptop,190.54,2,0.22,17.62
525,2024-06-08,1022,South,Clothing,Table,448.72,4,0.2,20.34
526,2024-06-09,1009,North,Clothing,Table,336.57,3,0.08,72.4
527,2024-06-10,1068,South,Electronics,Laptop,395.82,4,0.26,60.46
528,2024-06-11,1099,North,Electronics,Table,232.63,4,0.05,43.14
529,2024-06-12,1033,West,Clothing,Laptop,318.82,3,0.02,73.56
530,2024-06-13,1051,East,Electronics,Phone,131.71,3,0.22,22.48
531,2024-06-14,1094,West,Electronics,Chair,355.68,2,0.14,31.04
532,2024-06-15,1009,South,Clothing,Laptop,219.52,1,0.25,22.74
533,2024-06-16,1018,South,Electronics,Shirt,226.85,1,0.12,16.28
534,2024-06-17,1057,West,Furniture,Laptop,328.17,4,0.05,25.71
535,2024-06-18,1095,West,Furniture,Table,468.78,3,0.25,77.01
536,2024-06-19,1000,North,Furniture,Phone,41.36,2,0.16,9.19
537,2024-06-20,1068,South,Furniture,Phone,414.12,2,0.06,113.16
538,2024-06-21,1003,South,Clothing,Laptop,153.27,2,0.22,24.76
539,2024-06-22,1015,West,Clothing,Chair,227.52,2,0.15,18.57
540,2024-06-23,1023,East,Clothing,Shirt,20.74,2,0.18,1.3
541,2024-06-24,1079,South,Furniture,Phone,157.51,1,0.14,34.3
542,2024-06-25,1001,East,Furniture,Table,256.29,1,0.25,37.42
543,2024-06-26,1091,West,Electronics,Table,37.53,1,0.25,5.76
544,2024-06-27,1031,West,Electronics,Chair,250.64,3,0.21,48.58
545,2024-06-28,1090,North,Furniture,Phone,464.28,4,0.03,101.7
546,2024-06-29,1083,South,Furniture,Laptop,61.64,2,0.25,11.96
547,2024-06-30,1023,East,Furniture,Table,384.58,3,0.2,19.71
548,2024-07-01,1011,North,Furniture,Chair,210.74,2,0.21,39.44
549,2024-07-02,1049,South,Electronics,Phone,331.04,1,0.11,77.4
550,2024-07-03,1034,North,Furniture,Phone,137.52,3,0.26,12.37
551,2024-07-04,1032,West,Electronics,Phone,88.15,1,0.22,14.45
552,2024-07-05,1032,South,Furniture,Phone,88.63,2,0.03,11.05
553,2024-07-06,1060,North,Furniture,Phone,44.54,2,0.12,11.35
554,2024-07-07,1050,North,Furniture,Table,100.97,4,0.27,4.3
555,2024-07-08,1042,East,Electronics,Chair,335.47,2,0.01,64.75
556,2024-07-09,1011,North,Electronics,Phone,442.03,1,0.29,28.76
557,2024-07-10,1066,South,Clothing,Shirt,408.92,2,0.2,74.61
558,2024-07-11,1064,South,Furniture,Shirt,345.72,4,0.19,26.32
559,2024-07-12,1032,East,Clothing,Chair,64.11,4,0.08,6.42
560,2024-07-13,1039,South,Clothing,Laptop,151.7,1,0.07,24.49
561,2024-07-14,1073,West,Electronics,Laptop,161.81,3,0.28,32.47
562,2024-07-15,1042,South,Electronics,Laptop,132.48,2,0.09,12.41
563,2024-07-16,1043,South,Clothing,Shirt,262.35,4,0.23,17.38
564,2024-07-17,1028,North,Furniture,Laptop,272.42,2,0.12,57.47
565,2024-07-18,1012,North,Electronics,Table,184.87,2,0.04,31.09
566,2024-07-19,1011,South,Furniture,Phone,183.36,3,0.0,50.96
567,2024-07-20,1094,East,Furniture,Shirt,415.99,4,0.16,30.28
568,2024-07-21,1045,North,Clothing,Chair,396.75,2,0.29,59.57
569,2024-07-22,1001,East,Clothing,Chair,160.82,4,0.11,15.49
570,2024-07-23,1034,South,Clothing,Phone,457.76,1,0.11,36.34
571,2024-07-24,1086,South,Clothing,Shirt,476.88,1,0.1,94.79
572,2024-07-25,1080,West,Electronics,Laptop,170.1,2,0.16,28.35
573,2024-07-26,1089,North,Electronics,Laptop,183.67,4,0.13,38.14
574,2024-07-27,1007,South,Clothing,Table,257.76,2,0.26,24.29
575,2024-07-28,1092,West,Electronics,Table,471.15,4,0.15,64.87
576,2024-07-29,1025,North,Clothing,Laptop,439.4,4,0.15,56.53
577,2024-07-30,1073,South,Furniture,Chair,60.26,3,0.04,17.12
578,2024-07-31,1089,South,Furniture,Chair,202.44,3,0.29,17.69
579,2024-08-01,1033,North,Furniture,Table,281.15,3,0.07,32.34
580,2024-08-02,1006,North,Clothing,Phone,256.53,2,0.02,34.85
581,2024-08-03,1067,North,Furniture,Laptop,104.99,3,0.2,16.05
582,2024-08-04,1057,South,Electronics,Table,430.82,3,0.18,39.95
583,2024-08-05,1074,South,Furniture,Table,341.7,1,0.12,83.84
584,2024-08-06,1028,West,Furniture,Laptop,420.58,4,0.13,42.6
585,2024-08-07,1035,East,Furniture,Laptop,430.79,4,0.24,89.69
586,2024-08-08,1088,North,Electronics,Chair,376.69,3,0.06,26.86
587,2024-08-09,1020,South,Clothing,Phone,225.21,4,0.25,36.17
588,2024-08-10,1035,South,Electronics,Phone,309.17,1,0.19,69.3
589,2024-08-11,1009,North,Clothing,Laptop,88.58,1,0.13,7.1
590,2024-08-12,1072,East,Clothing,Shirt,340.09,3,0.14,85.43
591,2024-08-13,1023,North,Furniture,Table,97.83,1,0.08,14.69
592,2024-08-14,1063,East,Clothing,Table,350.04,4,0.23,77.2
593,2024-08-15,1098,South,Electronics,Laptop,122.5,2,0.15,22.82
594,2024-08-16,1048,East,Electronics,Shirt,67.6,4,0.1,7.63
595,2024-08-17,1098,West,Clothing,Chair,90.99,2,0.18,7.24
596,2024-08-18,1035,South,Furniture,Laptop,10.98,3,0.3,0.97
597,2024-08-19,1081,West,Furniture,Laptop,362.18,2,0.13,23.08
598,2024-08-20,1095,North,Electronics,Table,368.88,1,0.28,22.83
599,2024-08-21,1023,North,Furniture,Laptop,262.32,4,0.1,17.98
600,2024-08-22,1022,North,Clothing,Laptop,89.07,2,0.02,13.59
601,2024-08-23,1061,East,Clothing,Laptop,50.94,4,0.06,11.92
602,2024-08-24,1095,South,Electronics,Table,19.37,3,0.13,1.44
603,2024-08-25,1036,North,Clothing,Chair,91.22,3,0.07,7.01
604,2024-08-26,1011,North,Electronics,Chair,446.52,1,0.0,94.15
605,2024-08-27,1054,South,Clothing,Laptop,128.35,3,0.27,9.3
606,2024-08-28,1012,North,Electronics,Table,183.59,2,0.25,10.24
607,2024-08-29,1022,West,Furniture,Chair,61.62,3,0.22,4.41
608,2024-08-30,1088,South,Clothing,Chair,118.96,1,0.05,31.75
609,2024-08-31,1098,South,Clothing,Chair,264.42,4,0.04,64.82
610,2024-09-01,1029,South,Electronics,Table,307.8,4,0.02,41.78
611,2024-09-02,1016,West,Electronics,Table,130.22,3,0.22,21.73
612,2024-09-03,1061,South,Clothing,Laptop,38.29,2,0.28,5.08
613,2024-09-04,1083,West,Electronics,Phone,201.61,1,0.13,38.46
614,2024-09-05,1088,South,Clothing,Chair,124.76,2,0.04,26.43
615,2024-09-06,1085,East,Furniture,Phone,117.58,1,0.15,20.71
616,2024-09-07,1012,North,Electronics,Table,480.33,3,0.1,50.37
617,2024-09-08,1058,East,Clothing,Table,311.99,1,0.11,16.59
618,2024-09-09,1018,North,Furniture,Table,282.87,1,0.19,37.55
619,2024-09-10,1048,West,Furniture,Phone,213.73,3,0.22,45.47
620,2024-09-11,1099,East,Clothing,Table,220.18,2,0.03,41.09
621,2024-09-12,1011,South,Electronics,Laptop,275.04,3,0.01,70.28
622,2024-09-13,1060,North,Clothing,Table,351.25,1,0.3,73.25
623,2024-09-14,1018,North,Furniture,Shirt,354.05,3,0.07,29.93
624,2024-09-15,1075,East,Clothing,Phone,94.13,1,0.02,20.57
625,2024-09-16,1008,West,Electronics,Shirt,255.06,3,0.06,52.4
626,2024-09-17,1070,East,Furniture,Table,211.86,4,0.01,61.87
627,2024-09-18,1027,West,Clothing,Laptop,436.56,4,0.12,113.87
628,2024-09-19,1077,West,Electronics,Chair,319.4,3,0.24,53.81
629,2024-09-20,1094,North,Furniture,Table,270.93,2,0.1,27.04
630,2024-09-21,1051,East,Electronics,Laptop,66.54,1,0.13,14.45
631,2024-09-22,1082,East,Furniture,Phone,306.76,4,0.2,18.84
632,2024-09-23,1015,West,Clothing,Shirt,67.43,2,0.15,14.05
633,2024-09-24,1068,East,Electronics,Shirt,175.23,1,0.26,35.99
634,2024-09-25,1098,South,Furniture,Shirt,79.99,4,0.26,8.62
635,2024-09-26,1011,South,Electronics,Phone,349.12,4,0.0,72.5
636,2024-09-27,1024,East,Electronics,Laptop,111.06,3,0.23,13.47
637,2024-09-28,1051,East,Clothing,Phone,202.01,1,0.14,27.7
638,2024-09-29,1084,West,Electronics,Shirt,448.88,2,0.3,40.09
639,2024-09-30,1099,South,Furniture,Table,110.12,2,0.14,22.78
640,2024-10-01,1052,South,Furniture,Chair,258.82,2,0.3,51.46
641,2024-10-02,1022,North,Furniture,Phone,215.44,1,0.23,47.31
642,2024-10-03,1015,West,Furniture,Phone,18.88,2,0.07,1.65
643,2024-10-04,1056,North,Clothing,Laptop,398.45,2,0.16,89.93
644,2024-10-05,1038,South,Electronics,Laptop,43.83,2,0.3,7.19
645,2024-10-06,1052,West,Clothing,Phone,242.38,3,0.26,20.31
646,2024-10-07,1041,East,Electronics,Shirt,284.73,3,0.03,18.46
647,2024-10-08,1057,West,Electronics,Chair,317.93,1,0.21,29.39
648,2024-10-09,1038,East,Electronics,Laptop,347.43,1,0.1,86.94
649,2024-10-10,1013,East,Clothing,Shirt,134.1,2,0.0,27.93
650,2024-10-11,1094,West,Electronics,Table,14.89,3,0.12,3.02
651,2024-10-12,1004,East,Clothing,Laptop,364.49,4,0.07,38.74
652,2024-10-13,1034,North,Furniture,Shirt,272.47,4,0.25,46.97
653,2024-10-14,1086,South,Furniture,Shirt,419.7,2,0.1,21.54
654,2024-10-15,1092,East,Electronics,Chair,412.48,2,0.25,44.5
655,2024-10-16,1074,North,Clothing,Chair,423.23,3,0.0,87.48
656,2024-10-17,1017,East,Furniture,Table,247.7,3,0.09,19.5
657,2024-10-18,1075,South,Clothing,Shirt,173.48,3,0.07,41.26
658,2024-10-19,1008,North,Clothing,Shirt,397.86,1,0.07,40.24
659,2024-10-20,1073,South,Electronics,Chair,231.13,1,0.02,48.26
660,2024-10-21,1057,South,Furniture,Laptop,99.89,2,0.06,14.21
661,2024-10-22,1016,North,Electronics,Laptop,428.94,1,0.17,70.85
662,2024-10-23,1006,North,Electronics,Phone,442.45,3,0.09,30.95
663,2024-10-24,1045,North,Furniture,Chair,238.49,3,0.13,11.25
664,2024-10-25,1012,West,Furniture,Phone,47.09,1,0.11,11.63
665,2024-10-26,1039,North,Clothing,Chair,200.03,4,0.26,17.38
666,2024-10-27,1041,North,Furniture,Table,403.73,2,0.27,75.13
667,2024-10-28,1008,North,Clothing,Shirt,451.87,4,0.15,115.16
668,2024-10-29,1049,North,Clothing,Table,109.7,2,0.1,10.16
669,2024-10-30,1026,East,Clothing,Chair,42.82,4,0.03,4.83
670,2024-10-31,1065,West,Furniture,Shirt,439.9,1,0.29,67.37
671,2024-11-01,1004,South,Electronics,Laptop,200.81,2,0.02,57.34
672,2024-11-02,1028,North,Clothing,Laptop,275.46,2,0.09,69.92
673,2024-11-03,1036,East,Electronics,Phone,484.35,2,0.09,77.45
674,2024-11-04,1037,East,Electronics,Chair,42.62,3,0.1,9.54
675,2024-11-05,1082,East,Furniture,Chair,327.68,3,0.05,26.13
676,2024-11-06,1007,South,Electronics,Laptop,46.31,4,0.23,10.5
677,2024-11-07,1064,North,Electronics,Table,193.98,1,0.04,54.21
678,2024-11-08,1085,West,Furniture,Shirt,403.87,3,0.19,29.75
679,2024-11-09,1016,West,Clothing,Table,222.4,2,0.04,26.66
680,2024-11-10,1070,East,Electronics,Table,498.62,3,0.02,36.67
681,2024-11-11,1088,South,Furniture,Laptop,283.94,1,0.27,24.44
682,2024-11-12,1044,South,Electronics,Laptop,167.37,3,0.06,39.96
683,2024-11-13,1003,South,Electronics,Laptop,117.85,2,0.25,12.78
684,2024-11-14,1035,West,Clothing,Phone,181.76,4,0.16,11.01
685,2024-11-15,1069,East,Electronics,Table,192.54,2,0.02,25.58
686,2024-11-16,1030,North,Furniture,Chair,43.67,1,0.29,9.16
687,2024-11-17,1018,West,Electronics,Shirt,191.09,4,0.07,36.86
688,2024-11-18,1060,East,Clothing,Phone,237.48,3,0.26,27.07
689,2024-11-19,1053,East,Clothing,Chair,364.14,3,0.05,31.7
690,2024-11-20,1038,North,Furniture,Table,331.8,3,0.26,72.81
691,2024-11-21,1090,North,Clothing,Laptop,357.3,4,0.0,91.19
692,2024-11-22,1073,North,Electronics,Table,14.1,2,0.15,1.44
693,2024-11-23,1089,South,Clothing,Shirt,116.66,4,0.23,6.06
694,2024-11-24,1018,North,Furniture,Phone,334.23,4,0.28,15.44
695,2024-11-25,1038,East,Clothing,Phone,247.15,1,0.27,14.45
696,2024-11-26,1066,North,Clothing,Shirt,12.6,4,0.25,1.84
697,2024-11-27,1044,East,Clothing,Chair,404.2,3,0.27,83.26
698,2024-11-28,1012,West,Furniture,Chair,388.68,2,0.06,63.64
699,2024-11-29,1091,South,Clothing,Phone,278.73,2,0.09,66.13
700,2024-11-30,1057,West,Clothing,Phone,42.57,2,0.09,6.26
701,2024-12-01,1019,West,Electronics,Laptop,385.59,3,0.11,77.95
702,2024-12-02,1091,East,Furniture,Chair,296.02,3,0.12,60.69
703,2024-12-03,1071,West,Clothing,Shirt,393.16,3,0.16,30.88
704,2024-12-04,1060,East,Furniture,Chair,378.36,3,0.05,50.43
705,2024-12-05,1038,North,Clothing,Laptop,403.47,3,0.21,66.72
706,2024-12-06,1000,North,Clothing,Phone,263.82,4,0.05,16.96
707,2024-12-07,1002,East,Clothing,Phone,78.76,3,0.09,10.06
708,2024-12-08,1076,North,Electronics,Laptop,338.87,3,0.15,52.91
709,2024-12-09,1091,South,Electronics,Shirt,314.03,3,0.24,71.37
710,2024-12-10,1061,West,Electronics,Phone,373.7,3,0.22,49.15
711,2024-12-11,1062,South,Furniture,Table,93.24,2,0.19,19.18
712,2024-12-12,1024,West,Furniture,Phone,105.54,3,0.05,15.84
713,2024-12-13,1055,North,Electronics,Table,446.3,4,0.16,93.38
714,2024-12-14,1032,South,Furniture,Laptop,377.49,4,0.03,72.81
715,2024-12-15,1037,North,Clothing,Laptop,455.03,4,0.11,110.01
716,2024-12-16,1005,West,Clothing,Phone,381.77,1,0.12,51.31
717,2024-12-17,1057,East,Clothing,Chair,302.61,2,0.01,60.24
718,2024-12-18,1043,East,Electronics,Table,330.53,3,0.08,63.1
719,2024-12-19,1044,South,Furniture,Shirt,445.67,1,0.29,48.84
720,2024-12-20,1031,North,Electronics,Phone,293.62,3,0.29,17.94
721,2024-12-21,1044,North,Furniture,Shirt,319.87,1,0.11,20.89
722,2024-12-22,1060,South,Clothing,Phone,86.67,1,0.01,4.65
723,2024-12-23,1046,East,Electronics,Chair,242.22,4,0.05,61.76
724,2024-12-24,1020,West,Furniture,Chair,361.03,4,0.12,34.67
725,2024-12-25,1079,South,Furniture,Chair,142.76,1,0.28,10.57
726,2024-12-26,1084,West,Clothing,Chair,109.1,4,0.04,24.51
727,2024-12-27,1074,East,Electronics,Laptop,163.78,1,0.23,16.39
728,2024-12-28,1035,North,Electronics,Laptop,128.34,2,0.03,21.97
729,2024-12-29,1098,East,Electronics,Table,115.31,4,0.29,7.42
730,2024-12-30,1018,South,Clothing,Shirt,218.18,4,0.11,56.3
731,2024-12-31,1019,North,Electronics,Phone,454.84,4,0.23,92.07
732,2025-01-01,1056,South,Clothing,Phone,258.46,2,0.1,61.86
733,2025-01-02,1017,South,Clothing,Laptop,102.08,1,0.19,12.54
734,2025-01-03,1046,East,Clothing,Phone,47.72,3,0.06,10.79
735,2025-01-04,1048,South,Furniture,Laptop,351.12,4,0.04,28.98
736,2025-01-05,1013,East,Electronics,Table,197.57,1,0.28,7.42
737,2025-01-06,1014,North,Electronics,Shirt,412.7,2,0.28,16.34
738,2025-01-07,1030,East,Clothing,Table,333.16,3,0.27,47.83
739,2025-01-08,1000,North,Clothing,Chair,400.16,4,0.19,53.11
740,2025-01-09,1053,East,Electronics,Chair,143.25,2,0.24,19.54
741,2025-01-10,1002,West,Clothing,Chair,349.26,2,0.02,17.75
742,2025-01-11,1015,West,Electronics,Table,139.39,3,0.1,19.53
743,2025-01-12,1086,South,Furniture,Phone,470.14,1,0.09,98.19
744,2025-01-13,1056,East,Clothing,Shirt,321.82,4,0.19,41.88
745,2025-01-14,1074,East,Electronics,Chair,169.01,4,0.11,35.06
746,2025-01-15,1011,North,Clothing,Chair,142.06,1,0.04,14.76
747,2025-01-16,1073,South,Electronics,Chair,103.55,1,0.18,21.51
748,2025-01-17,1095,East,Electronics,Shirt,350.37,1,0.24,52.49
749,2025-01-18,1015,South,Clothing,Chair,117.17,3,0.11,10.71
